train_loss,valid_loss
1.014989,0.941007
0.958539,0.913790
0.945256,0.905854
0.909358,0.814383
0.887362,0.786117
0.772760,0.557615
0.703506,0.526145
0.688319,0.503746
0.673301,0.472789
0.655486,0.447059
0.647269,0.440663
0.640575,0.437236
0.636301,0.431529
0.632914,0.424729
0.629399,0.427503
0.628959,0.428052
0.626209,0.423835
0.624602,0.422542
0.624563,0.423072
0.623261,0.423218
