train_loss,valid_loss
0.367582,0.732173
0.362926,0.733547
0.356480,0.731825
0.350391,0.746477
0.344851,0.748828
0.340987,0.811439
0.337604,0.756782
0.333233,0.773145
0.330814,0.774538
0.328171,0.803193
0.325929,0.809821
0.324942,0.826479
0.323218,0.814272
0.321429,0.798386
0.320484,0.806411
0.319275,0.814442
0.318305,0.803265
0.317235,0.806036
0.317641,0.802995
0.316974,0.805010
