train_loss,valid_loss
1.004266,0.971389
0.961606,0.958323
0.953074,0.953426
0.891574,0.823546
0.830267,0.821913
0.796637,0.749969
0.782625,0.958273
0.775844,0.759995
0.767771,0.721217
0.765762,0.713170
0.761310,0.732653
0.757769,0.715774
0.757217,0.704835
0.753789,0.702957
0.747040,0.699429
0.745930,0.705196
0.740208,0.702014
0.741334,0.694105
0.738261,0.699293
0.740813,0.697007
